udpmlgcs,vwfactunifiedaccountperformance,SourceCreatedDateTime,,Direct mapping to CreatedDTim column from SocialAdMetrics_Raw & SearchAdMetrics_Raw table Conerstone C2C (Campaign to Cosmos) source having timestamp values ,Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactunifiedaccountperformance,Clicks,,Direct mapping to Clicks column  from SearchAdMetrics_Raw & SocialAdMetrics_Raw table Conerstone C2C (Campaign to Cosmos) source having integer values ,Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactunifiedaccountperformance,Impressions,,Direct mapping to Impressions column  from SearchAdMetrics_Raw & SocialAdMetrics_Raw table Conerstone C2C (Campaign to Cosmos) source having integer values ,Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactunifiedaccountperformance,MCAChannelCampaignId,,Direct mapping to MCAChannelCampaignId column  from SearchAdMetrics_Raw & SocialAdMetrics_Raw table Conerstone C2C (Campaign to Cosmos) source  having long values ,Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptbridgeopportunityinitiative,,,"This entity is created from OARInitiatives table, Unified Customer management source and it bridges Opportunity and Initiative data. Grain: AccountTacticDateMappingkey",Saransh,Updated as per L1 comment,Description is missing,Shweta C,ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptbridgeopportunityinitiative,InitiativeId,,Direct mapping to InitiativeId column having long values coming from OARInitiatives Table from Unified Customer Management source.,Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptbridgeopportunityinitiative,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Saransh,,OK,Shweta C,ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptbridgeopportunityinitiative,AccountTacticDateMappingkey,,Direct mapping to AccountTacticDateMappingkey column having string values coming from OARInitiatives table from Unified Customer Management source.,Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptbridgeopportunityinitiative,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Saransh,,OK,Shweta C,ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimaccountattributestimeline,,,"This dimension table is created using DimAccountAttributesTimeline table from Unified Customer Management (UCM) source. It contains UCM account and its attributes like segment, subsegment etc according to the account timeline. Previous FY, Current FY and Next FY (if account is renewed for furture FY). Grain:  MastCustomerTimelineKey",Saransh,Updated as per L1 comment,Grain is missing and source entity name is missing,Shweta C,ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimaccountattributestimeline,MastCustomerTimelineKey,,"Direct mapping to MastCustomerTimelineKey column from DimAccountAttributesTimeline table, MDAP(MSA Data Analytics Platform) source having integer values ",Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimaccountattributestimeline,CountryID,,"Direct mapping to CountryId column from DimAccountAttributesTimeline table, MDAP(MSA Data Analytics Platform) source  having long values ",Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimaccountattributestimeline,SubSegment,,"Direct mapping to SubSegment column from DimAccountAttributesTimeline table, MDAP(MSA Data Analytics Platform) source having string values ",Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimaccountattributestimeline,SegmentationKey,,"This is a reference key to DimSegmentation table to get more details about segments, generated by joining SegmentSk column from DimAccountAttributesTimeline table, MSA Data Analytics Platform with SegmentSk column from DimSegmentation table, UDP MC source.",Saransh,Updated as per L1 comment,Join Logic and Source info missing,Shweta C,ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimaccountattributestimeline,SegmentName,,"Direct mapping to SegmentName column from DimAccountAttributesTimeline table, MDAP(MSA Data Analytics Platform) source having string values  ",Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimaccountattributestimeline,CountryName,,"Direct mapping to CountryName column from DimAccountAttributesTimeline table, MDAP(MSA Data Analytics Platform) source having string values ",Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimaccountattributestimeline,AccountTimelineID,,"Direct mapping to AccountTimelineId column from DimAccountAttributesTimeline table, MDAP(MSA Data Analytics Platform) source having integer values ",Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimaccountattributestimeline,AdvertiserID,,"Direct mapping to AdvertiserId column from DimAccountAttributesTimeline table, MDAP(MSA Data Analytics Platform) source having long values ",Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimaccountattributestimeline,AccountAttributesTimelineKey,,Surrogatekey to DimAccountAttributesTimeline generated on top of accounttimelineid column coming from MDAP(MSA Data Analytics Platform) Source,Saransh,,OK,Shweta C,ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimaccountattributestimeline,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Saransh,,OK,Shweta C,ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimaccountattributestimeline,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Saransh,,OK,Shweta C,ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimaccountattributestimeline,SegmentID,,"Direct mapping to SegmentId column from DimAccountAttributesTimeline table, MDAP(MSA Data Analytics Platform) source having string values ",Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimaccountattributestimeline,AccountID,,"Direct mapping to AccountId column from DimAccountAttributesTimeline table, MDAP(MSA Data Analytics Platform) source having integer values ",Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimadfinservicearea,,,This table contains Service region of MDAP Advertiser data coming from MDAP Source. It is a SCD Type 1 table which means it updates the same serviceregion values. Grain - CountryId,Sai,Updated as per L1,Grain is missing,Shweta C,,Kasi,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimadfinservicearea,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Sai,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimadfinservicearea,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Sai,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimadfinservicearea,SalesBigArea,,Direct mapping to SalesBigArea column in DimAdfinServiceArea table coming from MDAP(MSA Data Analytics Platform) Source having string values.,Sai,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimadfinservicearea,CountryID,,Direct mapping to countryid column in DimAdfinServiceArea table coming from MDAP(MSA Data Analytics Platform) Source having string values.,Sai,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimadfinservicearea,CountryName,,Direct mapping to CountryName column in DimAdfinServiceArea table coming from MDAP(MSA Data Analytics Platform) Source having string values.,Sai,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimcurrentaccountattribute,,,"This table contains UCM account and has latest values or values for current FiscalYear from MDAP Source. It is a SCD Type 1 table which means it updates the UCM account values and its current attributes like segment, subsegment etc. Grain - CurrentAccountAttributeKey",Sai,Updated as per L1,Grain is missing,Shweta C,Ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimcurrentaccountattribute,CurrentAccountAttributeKey,,"Derived by applying decode logic on column AccountId from DimCurrentAccountAttribute table coming from MDAP(MSA Data Analytics Platform) source.
Logic: Monotonically increasing integer on basis of AccountId, Eg: row_number().over(Window.orderBy(""AccountId""))",Sai,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimcurrentaccountattribute,SegmentKey,,"This is a referencekey to DimSegmentation table to get more details about segments
This is a reference key to DimSegmentation table to get details of the Segments. Logic: SegmentationKey alias SegmentKey is populated by  joining the SegmetSk column of DimCurrentAccountAttribute table coming from MDAP source with SegmentSk in the DimSegment",Sai,Updated as per L1,Join Logic and source is missing,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimcurrentaccountattribute,AdvertiserId,,Direct mapping to AdvertiserId column in DimCurrentAccountAttribute table coming from MDAP(MSA Data Analytics Platform) source having string values.,Sai,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimcurrentaccountattribute,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Sai,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimcurrentaccountattribute,AccountId,,Direct mapping to AccountId column of DimCurrentAccountAttribute table coming from MDAP(MSA Data Analytics Platform) source,Sai,Updated as per L1,Source entity name is missing,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimcurrentaccountattribute,CountryID,,Direct mapping to CountryId column in DimCurrentAccountAttribute table coming from MDAP(MSA Data Analytics Platform) source having string values.,Sai,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptdimcurrentaccountattribute,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Sai,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactmonthlyrevenuel1,,,This entity contains details for Ads business monthly revenue from FactMonthlyRevenueL1 table from MDAP (MSA Data Analytics Platform) source.,Ayushi,,OK,Shweta C,,Kasi,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactmonthlyrevenuel1,DateKey,,Direct mapping to MonthStartDateKey  from FactMonthlyRevenueL1 table from MDAP (MSA Data Analytics Platform) source.,Ayushi,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactmonthlyrevenuel1,ClickCount,,Direct mapping to ClickCount from FactMonthlyRevenueL1 table from MDAP (MSA Data Analytics Platform) source.,Ayushi,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactmonthlyrevenuel1,Lastmodifieddatetime,,Direct mapping to Lastmodifieddatetime column from FactMonthlyRevenueL1 table coming from MDAP (MSA Data Analytics Platform) Source,Ayushi,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactmonthlyrevenuel1,BilledRevenueUsd,,Direct mapping to BilledRevenueUsd column coming from FactMonthlyRevenueL1 table from MDAP (MSA Data Analytics Platform) Source,Ayushi,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactmonthlyrevenuel1,AccountId,,Direct mapping to AccountId column from FactMonthlyRevenueL1 table from MDAP (MSA Data Analytics Platform) Source,Ayushi,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactmonthlyrevenuel1,BilledRevenue,,Direct mapping to BilledRevenueCD column coming from FactMonthlyRevenueL1 table from MDAP (MSA Data Analytics Platform) Source,Ayushi,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactmonthlyrevenuel1,AccountAttributesTimelineKey,,Reference Key for DimAccountAttributesTimeline derived using accounttimelineid column from FactMonthlyRevenueL1 table from MDAP(MSA Data Analytics Platform) Source,Ayushi,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactmonthlyrevenuel1,CurrentAccountAttributeKey,,Reference Key for DimCurrentAccountAttribute derived using accountid column from FactMonthlyRevenueL1 table from MDAP(MSA Data Analytics Platform) Source,Ayushi,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactopportunityevents,,,This entity contains UCM opportunity events data per XID from MDAP(MSA data analytics and platform) source. No grain for this table.,Angeline,Updated as per L1 comment,Grain and source enity is missing,Shweta C,,Kasi,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactopportunityevents,CurrentAccountAttributeKey,,"This is reference key to the DimAccountAttributesTimeline to get more details about the timeline of the accounts.
This key is populated by joining AccountId from FactOpportunityEvents entity in MDAP(MSA Data Analytics Platform) source with AccountId in the DimAccountAttributesTimeline",Angeline,Updated as per L1 comment,MDAP Source entity name is missing,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactopportunityevents,Surfaced,,Direct mapping to 'Surfaced' column from FactOpportunityEvents table coming from MDAP (MSA Data Analytics Platform) source having integer values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactopportunityevents,InitiativeMonthlyKey,,Direct mapping to 'InitiativeIDMonthlySK' column from FactOpportunityEvents table coming from MDAP (MSA Data Analytics Platform) Source,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,,,This table contains data associated to the opportunities and initiatives of a ucm customer coming from UCM(Unified Customer Management) source. No particular grain.,Angeline,Updated as per L1 comment,Grain and source enity is missing,Shweta C,,Kasi,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,ImplementationDate,,Direct mapping to 'ImplementationDate' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source having timestamp values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,OpportunityStatusName,,Direct mapping to 'OpportunityStatusName' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source having string values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,UserAlias,,Direct mapping to 'UserAlias' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source having string values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,OpportunityTypeCode,,Direct mapping to 'OpportunityTypeCode' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source having string values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,InitiativeStartDate,,Direct mapping to 'InitiativeStartDate' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source having timestamp values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,AccountId,,Direct mapping to 'AccountId' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source having long values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,OpportunityTitle,,Direct mapping to 'OpportunityTitle' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source having string values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,OpportunityCategory,,Direct mapping to 'OpportunityCategory' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source having string values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,OpportunityTypeID,,Direct mapping to 'OpportunityTypeID' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source having long values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,InitiativeDescription,,Direct mapping to 'InitiativeDescription' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source having string values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,InitiativeName,,Direct mapping to 'InitiativeName' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source having string values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,RejectReason,,Direct mapping to 'RejectReason' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source having string values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,ModifiedDateTime,,Direct mapping to 'ModifiedDateTime' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source having timestamp values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,InitiativeEndDate,,Direct mapping to 'InitiativeEndDate' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source converted to date format,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,CorrelationId,,Direct mapping to 'CorrelationId' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source having long values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,OpportunitySource,,Direct mapping to 'OpportunitySource' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source having string values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,UserId,,Direct mapping to 'UserId' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source having long values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptfactucmopportunitytaskactivity,InitiativeId,,Direct mapping to 'InitiativeId' column in UCM_OpportunityTask_Activity_WithInitiative_Last_8_Days table coming from UCM(Unified Customer Management) source having long values,Angeline,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptmastoutboundleads,,,"This entity is derived from MASTOutboundLeads table, MSA Data Analytics Platform source. It contains details of initiatives under taken for UCM customers for Ads business. Grain: CustomerTimeLineSK",Saransh,Updated as per L1 comment,Grain is missing ,Shweta C,Ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptmastoutboundleads,LeadLoadMonth,,"Direct mapping to Lead_Load_Month column from MASTOutboundLeads table,  MDAP (MSA Data Analytics Platform) source having string values ",Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptmastoutboundleads,DeliveryPartnerName,,Direct mapping to Delivery_partner Column having string values from MDAP source MASTOutboundLeads Table,Saransh,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptmastoutboundleads,Notes,,Direct mapping to notes Column having string values from MDAP source MASTOutboundLeads Table,Saransh,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptmastoutboundleads,LeadLoadDate,,"Direct mapping to Lead_Load_Date column from MASTOutboundLeads table,  MDAP (MSA Data Analytics Platform) source having date values ",Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptmastoutboundleads,HasLead,,"Direct mapping to HasLead column from MASTOutboundLeads table,  MDAP (MSA Data Analytics Platform) source having string values ",Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptmastoutboundleads,MASTInitiativeName,,"Direct mapping to MAST_Initiative_Name column from MASTOutboundLeads table,  MDAP (MSA Data Analytics Platform) source having string values ",Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptmastoutboundleads,CID,,"Direct mapping to CID column coming from MASTOutboundLeads table,  MDAP (MSA Data Analytics Platform) source having long values ",Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptmastoutboundleads,IsUploadedByMAST,,Derived by applying decode logic on notes column coming from MDAP Source MASTOutboundLeads table. Logic: if notes like 'uploaded by mast' then TRUE else FALSE,Saransh,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptmastoutboundleads,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Saransh,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptmastoutboundleads,Market,,"Direct mapping to Market column from MASTOutboundLeads table,  MDAP (MSA Data Analytics Platform) source having string values ",Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
